Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Agricultural systems,"Sensor data, Time series",Fault prediction,Data driven,"Machine learning, Edge-AI",No,2,2-s2.0-85191382451
Electrical systems,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,1,2-s2.0-105005893868
Aircraft systems / Aerospace,Sensor data,Fault prediction,Rules and/or logic based,"Kalman Filter, Adaptive Kalman Filter",Yes: Kalman Filter,0,2-s2.0-105006826264
Manufacturing / Machining industry,"Sensor data, Time series, Structured data","Fault prediction, Remaining Useful Life",Hybrid,"Adaptive neuro-fuzzy inference system (ANFIS), Response surface methodology (RSM)",Yes: ANFIS,4,2-s2.0-85134207115
Power generation systems / Industrial generators,"Sensor data, Time series","Fault prediction, Root cause analysis",Hybrid,"Vibration sensors, Capacitive shaft run-out sensors, Mechanical parameter meters",Yes: rule-based diagnosis and sensor-based interpretability,4,2-s2.0-85116007700
Automotive assembly equipment,Time series,Remaining Useful Life,Data driven,"['Holt-Winters Exponential Smoothing (HWES)', 'ARIMA', 'SARIMA']","Yes: traditional statistical models like HWES, ARIMA, SARIMA are inherently interpretable",3,2-s2.0-85187892934
Aircraft manufacturing,Sensor data,Fault prediction,Data driven,Not specified,No,3,2-s2.0-85145178898
Buildings and Lifts,Sensor data,Fault prediction,Data driven,Machine learning,No,4,2-s2.0-85143384023
"Industrial systems (general), particularly those involving thermal testing benches",Structured data,Fault prediction,Rules and/or logic based,Linear Matrix Inequality (LMI),Yes: LMI-based approach,2,2-s2.0-85124015715
Other,"['Sensor data', 'IoT']",Predictive maintenance (implied: Remaining Useful Life or fault prediction),Data driven,Not specified,No,2,2-s2.0-85205118189
Lift installations,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,Statistical and machine-learning techniques,No,4,2-s2.0-85188447665
Other,Structured data,Fault prediction,Rules and/or logic based,"Fuzzy logic, Sliding mode control",Yes: Fuzzy logic,1,2-s2.0-85111838613
Agricultural facilities / Greenhouse management,Sensor data,"Not explicitly specified, but potentially fault prediction or operational status",Data driven,Not specified,No,2,2-s2.0-105008811812
Internet of Things (IoT) systems,Sensor data,Fault prediction,Data driven,"Stacked Sparse Autoencoder (SSAE), Piranha Foraging Optimization Algorithm (PFOA)",No,2,2-s2.0-85219166311
Chip manufacturing,Images,Object detection / Target detection,Data driven,"FMCW radar signal processing, multiplexing techniques",No,0,2-s2.0-85184700078
Electrical grid systems,Sensor data,Fault prediction,Data driven,Geometric analysis,Yes: geometric analysis,1,2-s2.0-85146225710
Automotive engines / Spark plug systems,"Sensor data, Time series","Fault prediction, Root cause analysis",Data driven,Machine learning,Yes: statistical signal-based analysis (Z-freq) combined with machine learning,2,2-s2.0-85122248794
Urban infrastructure / Smart cities,"['Sensor data', 'Real-time monitoring']",['Predictive maintenance'],Data driven,"Not explicitly specified, but likely machine learning-based approaches",No,2,2-s2.0-105010076546
Aircraft engines / Aviation,Sensor data,Remaining Useful Life,Hybrid,"['Fuzzy simulation', 'Digital twin']",Yes: Fuzzy simulation,4,2-s2.0-85114859078
Air quality monitoring networks,Sensor data,Fault prediction,Rules and/or logic based,Kernel principal component analysis (KPCA),Yes: rule-based fault detection and isolation,2,2-s2.0-85103069170
Chip manufacturing,Sensor data,Fault prediction,Hybrid,"Control algorithms, fault detection algorithms",Yes: Rule-based and sensor comparison,4,2-s2.0-85197290148
Mechanical systems / Industrial machinery,Sensor data (vibration spectrograms from accelerometers),Fault prediction / Load estimation,Data driven,Convolutional Neural Networks (CNN),No,2,2-s2.0-85127835404
"Civil infrastructure (e.g., bridge, conveyor in coal terminal)","Sensor data, Geometric, Geospatial reference, Performance, Attributes (material, environment, etc.)","Fault prediction, Maintenance decision support",Hybrid,"Semantic modelling, Data semantics",Yes: Semantic modelling,3,2-s2.0-85136404746
Aerial vehicles / UAV systems,Sensor data,Fault prediction / Fault diagnosis,Hybrid,"['Hammerstein-Wiener Model', 'Artificial Neural Network', 'Sliding Mode Control']",Yes: Hammerstein-Wiener Model,2,2-s2.0-85096649988
Industrial systems (induction motors in industrial powerline networks),Sensor data,Fault prediction,Data driven,"Feature extraction from sensor signals (implied), no specific ML technique explicitly mentioned",Yes: feature-based analysis and mathematical modeling,4,2-s2.0-85137727452
Automotive electronics / PCB components,Sensor data,Fault prediction,Data driven,Simulation-based analysis,Yes: Rules-based or simulation interpretability,2,2-s2.0-85210237122
Pneumatic systems,"Sensor data, Time series",Fault prediction,Data driven,Machine learning algorithms (implied),No,4,2-s2.0-85103323538
Lifts / Elevators,Structured data,Fault prediction,Hybrid,Rules and ML,Yes: Rules,4,2-s2.0-85143408928
Power distribution systems,Sensor data,Fault prediction,Hybrid,"['Variable precision rough set (VPRS)', 'Radial basis function neural network (RBFNN)']",Yes: Variable precision rough set (VPRS),3,2-s2.0-85098262430
Nuclear fuel facilities,Sensor data,Fault prediction,Data driven,LSTM,No,4,2-s2.0-85156137051
Industrial systems (specifically industrial drives and power electronics),Sensor data,Fault prediction,Data driven,Combination of current slope analysis and normalized current (heuristic rule-based approach),Yes: Rules and heuristics,2,2-s2.0-85104081677
Hydroelectric power plants,Sensor data,Fault prediction,Physics informed,"Analytical, graphical conversion functions, sensor-based measurements",Yes: Analytical and graphical methods provide interpretability,4,2-s2.0-85178951948
Other,Sensor data,Fault prediction,Rules and/or logic based,"Unknown (observer and LMIs considered, but specific ML/AI techniques are not mentioned)",Yes: Residual-based detection and Lyapunov stability analysis are interpretable techniques,1,2-s2.0-85106817655
Aerospace / Aircraft engines,Sensor data,Remaining Useful Life,Data driven,"Autoencoder, Neural network",No,4,2-s2.0-85141589446
Seismic monitoring / Earthquake early warning systems,"Sensor data, Time series",Ground motion modeling / Ground motion predictions,Data driven,"Statistical analysis, Noise analysis, Classification algorithms",Yes: Rule-based classification and thresholds,2,2-s2.0-105004179058
Photovoltaic (PV) panel systems,Sensor data,Fault prediction,Data driven,Artificial Neural Network (ANN),No,2,2-s2.0-85196099358
Chip manufacturing,Sensor data,Fault prediction,Data driven,"['Kullback-Leibler divergence', 'Kalman Filter', 'Likelihood Test']","Yes: Kalman Filter, Fault detection methods",3,2-s2.0-85139165589
Industrial IoT (IIoT) for industrial automation,Sensors,Fault classification,Data driven,Machine learning algorithms (specific techniques not explicitly mentioned),No,3,2-s2.0-85146950073
Rotating machinery (part of industrial systems),"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"['Composite multivariate multi-scale symbolic dynamic entropy', 'Laplacian score', 'Logistic regression']",Yes: Logistic regression,3,2-s2.0-85129135402
Pipeline systems / Infrastructure,Audio signals (percussion-induced acoustic signals),Fault prediction (pipeline leakage and water deposit conditions),Data driven,"1D CNN, BiLSTM",No,4,2-s2.0-85185662576
Structural Health Monitoring Systems,Sensor data,Fault prediction,Data driven,Analytical redundancy,Yes: Analytical redundancy,4,2-s2.0-85182268819
Large span bridges / Structural health monitoring,Sensor data,Fault prediction,Probabilistic,"Bayesian estimation, Evidential reasoning",Yes: Evidential reasoning,2,2-s2.0-85131043662
Structural health monitoring / Damage detection in engineering structures,"Sensor data, Time series",Damage detection,Data driven,"Genetic algorithms (GAs), Monte Carlo simulation, Gaussian process regression",No,1,2-s2.0-85126005660
Offshore wind turbine structures,"Sensor data, Images",Fault prediction,Data driven,"UWB radar, Electromagnetic wave propagation modeling",Yes: traditional electromagnetic modeling and sensor data interpretation,4,2-s2.0-85180960398
Aerospace manufacturing,"Big data analytics, IoT, instantaneous monitoring",Predictive maintenance,Data driven,Not specified,No,2,2-s2.0-85205112870
Oil and Gas Production / Oil Fields,"['Electrical parameters', 'Sensor data']","['Working condition diagnosis', 'Fault prediction']",Data driven,"Electrical parameter inversion, diagnostic algorithms (specific techniques not explicitly mentioned but likely involve machine learning or statistical analysis)",Yes: diagnostic techniques,3,2-s2.0-105009790173
Bridge structural health monitoring,"Time series, Images",Fault prediction,Data driven,Deep learning (neural networks),Yes: decision fusion,3,2-s2.0-105008496162
Food manufacturing / Food machinery,Sensor data,Fault prediction,Data driven,"['Convolutional neural network', 'Domain adaptation']",No,2,2-s2.0-85159673684
Infrastructure/Bridges,Sensor data,Damage detection,Hybrid,Physics-based methods and Machine Learning,Yes: physics-based methods,3,2-s2.0-85186539129
Dairy production / Food manufacturing,Sensor data,Predictive maintenance,Data driven,"['CNN', 'LSTM', 'Reinforcement Learning']",No,4,2-s2.0-105009829983
Industrial systems with rotating machinery (specifically blade/crack detection in turbines or similar equipment),"Sensor data, Time series, Images",Fault prediction,Data driven,"['Autoencoder', 'Domain adaptation', 'Fully connected network', 'SDAE', 'CDAE']",No,2,2-s2.0-85148368878
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"['CNN', 'LSTM']",No,4,2-s2.0-85104365312
Aerospace / Aero-Propulsion systems,"Sensor data, Time series",Remaining Useful Life,"Probabilistic, Data driven","Bayesian RNN, Flipout, Bayes by backprop, Gaussian distribution",Yes: Bayesian probabilistic models,4,2-s2.0-85108331787
Structural health monitoring of reinforced concrete bridges,Sensor data,Structural analytics / Baseline strain data,Data driven,Deep neural networks,No,4,2-s2.0-85171879000
Industrial boilers / Refractory materials in high-temperature industrial applications,Sensor data,Fault prediction,Data driven,Supervised machine learning,No,4,2-s2.0-105005097702
Rotating machinery / shafts,Sensor data,Remaining Useful Life,Data driven,"['Principal Component Analysis', 'Hotelling’s T-squared clustering']",Yes: PCA and clustering are interpretable techniques,4,2-s2.0-105007640317
Structural health monitoring systems for super-tall buildings,"Sensor data, Time series, Features (Wavelet Transform, MEMD)","Fault prediction, Signal reconstruction",Data driven,"['Deep Signal Anomaly Detection (DSAD)', '1D-CNN', 'Support Vector Regression (SVR)', 'Isolation Forest', 'Wavelet Transform', 'Empirical Mode Decomposition']",No,2,2-s2.0-105001969053
Steel structures for earthquake resilience in buildings,['Sensor data'],['Fault prediction'],Data driven,['SVM'],No,4,2-s2.0-85210744265
Manufacturing systems,Unstructured data,Fault prediction,Data driven,Artificial Intelligence (AI),No,2,2-s2.0-85103462557
"Structural health monitoring in complex structures (e.g., bolted structures, mechanical systems)",Sensor data,Fault prediction,Data driven,"Output spectrum analysis, spectral estimation algorithms",Yes: spectral analysis techniques,3,2-s2.0-85063342298
Structural systems / Civil engineering,Sensor data,Fault prediction / Fault detection and localization,Bayesian / Data driven,"Bayesian model class selection, Kalman filter, Extended Kalman filter","Yes: Bayesian model class selection, Kalman filter methods",2,2-s2.0-85122733211
Robotics / Autonomous systems,"Sensor data, Communication, Logging data","Anomaly detection, Resilience evaluation",Data driven,"Anomaly detection algorithms, Machine Learning",No,2,2-s2.0-85091675374
Rotating machinery / Mechanical components (axles in rotating machines),Sensor data (ultrasonic wave measurements from piezoelectric sensors),Fault prediction (crack detection and crack size progression),Data driven,"Baseline-free ultrasonic analysis method (not explicitly named, but involves ultrasonic signal analysis and possibly signal processing techniques)",Yes: interpretable ultrasonic signal analysis,4,2-s2.0-85091040034
Other,Sensor data,Fault prediction,Data driven,Machine learning algorithms,No,2,2-s2.0-85182255614
Industrial motors / electrical equipment,Sensor data,Fault prediction,Data driven,Machine learning algorithms (unspecified),No,3,2-s2.0-85144970080
Rotating machinery / Rotor shaft systems,"Sensor data, Time series",Fault prediction,Data driven,Principal component analysis,Yes: Principal component analysis,4,2-s2.0-85088426737
Structural health monitoring,Sensor data,Remaining Useful Life,Hybrid,Particle filter (PF),No,4,2-s2.0-85121384069
Rotating machinery,"Sensor data, Time series",Fault prediction,Data driven,"Cross-attention-based graph neural networks (CA-GNN), ICEEMDAN, Variational Mode Decomposition, Whale Optimization Algorithm",No,4,2-s2.0-105001971651
