Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Electrical power systems,Sensor data,Fault prediction,Data driven,"SVM, PCA, ET","Yes: PCA, ET, SVM (via feature importance and decision boundaries)",3.0,2-s2.0-85103205790
Submarine cable monitoring,Sensor data,Fault prediction,Data driven,Support Vector Machine (SVM),Yes: SVM,3.0,2-s2.0-85097403814
Transformers,Sensor data,Fault prediction,Data driven,"['Sparse stacked denoising autoencoder (SSDA)', 'Quantum particle swarm optimization (QPSO)', 'Support Vector Machine (SVM)']",No,4.0,2-s2.0-85166748553
Industrial rotating machinery (specifically bearings),Sensor data,Fault prediction,Knowledge based,"Knowledge graph, Random forest",Yes: Knowledge graph,4.0,2-s2.0-85137917195
Industrial systems / Bearings in heavy machinery,Sensor data,Fault prediction,Hybrid,"VMD, Deep Learning",No,2.0,2-s2.0-85105886258
Battery systems,"['Sensor data', 'Time series']",['Remaining Useful Life'],Data driven,['Bayesian updating'],Yes: Bayesian model calibration,4.0,2-s2.0-85174849032
Industrial systems,Sensor data,Fault prediction,Data driven,Neural networks,No,2.0,2-s2.0-85148288195
Aerospace / Aero-propulsion systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"Temporal Convolutional Neural Network (TCN), BiGRU, Attention mechanism, Variational Mode Decomposition (VMD)",No,4.0,2-s2.0-85139474378
Oil tank monitoring / Structural health monitoring in oil storage facilities,Sensor data,"Liquid-level estimation, Structural health monitoring",Data driven,Random Forest,Yes: Random Forest,3.0,2-s2.0-85153350565
Aerospace/Jet engines,"Sensor data, Time series",Remaining Useful Life,Data driven,"Convolutional neural network (CNN), Graph attention network (GAT)",No,2.0,2-s2.0-85162688641
High-voltage power supply systems of spacecraft,Optical sensor data,Fault prediction,Data driven,Simulation modeling,No,2.0,2-s2.0-85198267197
Mechanical equipment / Oil lubrication systems,Sensor data,Fault prediction,Data driven,"Simulation analysis, Experimental validation",No,1.0,2-s2.0-85168275096
Industrial equipment / Manufacturing,Sensor data,Fault prediction,Data driven,"['Convolutional neural networks (CNN)', 'Ensemble deep learning models']",No,3.0,2-s2.0-85159812391
Electro-mechanical systems,Sensor data,Fault prediction,Data driven,"CNN, JMMD",No,4.0,2-s2.0-85128602353
Mechanical systems / Industrial machinery,Sensor data / Time series,Fault prediction,Data driven,"['GAN', 'ResNet18', 'Continuous wavelet transform']",No,3.0,2-s2.0-85139837104
Industrial systems / Mechanical equipment monitoring,Sensor data,Fault prediction,Data driven,"Not explicitly specified, but likely sensor-based detection methods",Yes: Interpretable sensor detection,4.0,2-s2.0-85128622068
Industrial equipment / Bearings / Rotating machinery,"Sensor data, Time series",Remaining Useful Life,Data driven,"2D Long Short-Term Memory (2D-LSTM), Feature fusion network",No,4.0,2-s2.0-85139433452
Other,Sensor data,Fault prediction,Data driven,Not specified,No,2.0,2-s2.0-85118605690
Industrial systems (specifically induction motor systems / electrical machinery),"Sensor data, Time series, Frequency domain data","Fault prediction, Severity estimation",Data driven,"Signal processing techniques, Frequency analysis (e.g., Fourier spectrum)",Yes: Signal processing and frequency domain features,4.0,2-s2.0-85104652823
Lunar exploration / planetary radar systems,Sensor data,Diffraction separation / Signal processing for underground structure detection,Rules and/or logic based,Plane wave decomposition filter,Yes: rule-based filtering,1.0,2-s2.0-85113215091
"Industrial systems (e.g., turbofan engines, machinery, equipment)","Sensor data, Time series",Remaining Useful Life,Data driven,"Graph Neural Networks (GNN), Hypergraph Neural Network",No,4.0,2-s2.0-85122057537
Electrical machines / Induction motors,Sensor data,Fault prediction,Data driven,Signal processing / Temperature measurement analysis,Yes: Temperature mapping and signal processing techniques,3.0,2-s2.0-85110849834
Fiber optic sensing systems for fault diagnosis and external parameter detection,Unstructured data,"Fault prediction, Root cause analysis",Data driven,"Correlation analysis, signal processing",Yes: correlation analysis and signal processing techniques,2.0,2-s2.0-85205466344
Blast furnace ironmaking process,Structured data,Fault prediction,Data driven,Graph Convolutional Network (GCN),No,3.0,2-s2.0-85176374716
Industrial gas turbines,"Sensor data, Time series","Fault prediction, Sensor fault diagnosis",Hybrid,"Sliding mode observer, Decision tree, N4SID (Subspace algorithm, State-space modeling)",Yes: Decision tree,4.0,2-s2.0-85107372221
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Domain adversarial training, Structured prediction pseudolabeling, Local preserving projection (LPP)","Yes: structured prediction pseudolabeling, Local preserving projection (LPP)",4.0,2-s2.0-85197643884
Railway track geometry inspection,Sensor data,"State estimation, Unknown parameter estimation",Data driven,"Kalman filtering, MVUE (Minimum Variance Unbiased Estimator)",Yes: Kalman filtering and MVUE are interpretable techniques,1.0,2-s2.0-85137609968
"Industrial systems in oil and gas processing (fluid handling, water injection pumps)",Sensor data,Sensor measurements validation,Data driven,Radial Basis Function (RBF) Neural Networks,No,2.0,2-s2.0-85111060509
Mechanical systems,Sensor data,Rotation speed measurement,Physics based,Finite-element simulation,Yes: physics-based analysis,1.0,2-s2.0-85148463204
Industrial robots / Mechanical systems,Sensor data,Fault prediction,Data driven,"['CNN', 'LSTM', 'Wavelet denoising']",No,2.0,2-s2.0-85122060843
Autonomous vehicles,Sensor data,Fault prediction,Data driven,"Adversarial learned denoising shrinkage autoencoder (ALDSAE), Residual explainer, Shapley additive explanation (SHAP)","Yes: Residual explainer, SHAP",2.0,2-s2.0-85147308068
"Industrial systems with electric motors, specifically bearing fault diagnosis in motor stator currents",Sensor data,Fault prediction,Data driven,"CNN, DWT, domain adaptation techniques",No,3.0,2-s2.0-85203792912
Chip manufacturing,"Sensor data, Time series",Remaining Useful Life,Data driven,"Deep global-local attention network, Multiscale dynamic time warping",Yes: Attention-based structure,4.0,2-s2.0-85171579958
Industrial motors and fault diagnosis in electrical machinery,"Sensor data, Images",Fault prediction,Data driven,"Meta learning, Relation network (RN)",No,3.0,2-s2.0-85166756122
Mechanical transmission systems,Sensor data,Fault prediction,Physics based,Magnetic field distribution modeling,Yes: physics based models,3.0,2-s2.0-85123357378
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"['Capsule Neural Network', 'LSTM']",No,4.0,2-s2.0-85114717756
Motion control applications,Sensor data,Fault prediction,Rules and/or logic based,Transmissibility operators,Yes: transmissibility operators,2.0,2-s2.0-85123370238
Mechanical equipment / Lubrication systems,Sensor data,Fault prediction,Rules and/or logic based,"Digital lock-in amplifier (DLIA), inductive sensor modeling",Yes: rules and sensor principles,2.0,2-s2.0-85162685674
IoT networks,"Sensor data, Time series","Fault prediction, Self-calibration",Data driven,Deep reinforcement learning (DRL),No,3.0,2-s2.0-85161064441
Other,Sensor data,Fault prediction,Rules and/or logic based,"Likelihood ratio test, Fading sequential probability ratio test (FSPRT), Generalized likelihood test (GLT)",Yes: Likelihood ratio tests and diagnostic methods are interpretable,1.0,2-s2.0-85199098195
Industrial machinery / Rotating electrical machines,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,3.0,2-s2.0-85132720186
Other,Sensor data,Fault prediction,Data driven,Particle filter,No,1.0,2-s2.0-85118539917
Industrial systems / Rotating machinery (bearings),Sensor data,Fault prediction,Data driven,Envelope demodulation algorithm,Yes: Envelope demodulation algorithm,4.0,2-s2.0-85146227271
Vehicles / Automotive systems,Sensor data,Fault prediction / Fault diagnosis,Data driven,Extended Kalman Filter (EKF),Yes: Analytical redundancy method and voting scheme,4.0,2-s2.0-85120920330
Marine engines,Sensor data,Remaining Useful Life,Data driven,LSTM networks,No,2.0,2-s2.0-85117133371
Industrial systems (specifically induction motors),"Unstructured data (acoustic signals), features extracted from acoustic signals",Fault prediction / Failure identification,Hybrid,"['Relief-F algorithm', 'Hierarchical Adaptive Neuro-Fuzzy Inference System (HANFIS)']",Yes: Neuro-Fuzzy Inference System,4.0,2-s2.0-85177059856
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,BiGRU Autoencoder with Attention Mechanism and Skip Connection,No,4.0,2-s2.0-85101744482
Industrial machinery / Mechanical equipment,Sensor data,Fault prediction,Physics based,Numerical simulation,Yes: Numerical simulation,2.0,2-s2.0-85131822226
Industrial motors / machinery,Sensor data,Fault prediction,Data driven,"Support Vector Machine (SVM), PCA","Yes: PCA (interpretable), SVM (partially interpretable depending on kernel)",4.0,2-s2.0-85128660408
Industrial systems / Machinery / Bearings,Sensor data,Fault prediction,Data driven,Variational Autoencoder (VAE),No,4.0,2-s2.0-85097187011
Aircraft gas turbine engine,Sensor data,Remaining Useful Life,Hybrid,"['Particle filter', 'Entropy-based fusion']",Yes: Entropy-based fusion,4.0,2-s2.0-85115341006
Other,Sensor data,Fault prediction,Data driven,"XGBoost, PCA",Yes: PCA (for feature importance and interpretability),2.0,2-s2.0-85176380160
Industrial machinery/system,Sensor data,Fault prediction,Data driven,Not explicitly specified; likely signal processing and statistical analysis,No,3.0,2-s2.0-85149417189
Natural gas metering and flow monitoring in industrial systems,"Mechanical signals, sensor data, signals from field stimuli (electric, magnetic, light, sound)","Flow rate estimation, Fault detection, Diagnostics",Data driven,"Signal processing, Estimation algorithms",Yes: interpretable signal processing and simple estimation techniques,2.0,2-s2.0-85123386763
Industrial machinery / Mechanical equipment,Sensor data,Fault prediction,Data driven,Not specified,No,2.0,2-s2.0-85123362874
Industrial systems / Machinery monitoring,Sensor data,Fault prediction,Rules and/or logic based,"Signal conditioning, phase-sensitive detection",Yes: phase-sensitive detection and signal filtering are interpretable techniques,3.0,2-s2.0-85148474363
Power systems / Electrical systems,Sensor data,Fault prediction,Data driven,,No,2.0,2-s2.0-85210936926
Rotating machinery,Sensor data,Fault prediction,Physics based,"Full-element rectangular thin plate theory, acoustic-piezoelectric coupling simulation",Yes: physics-based models and simulations,4.0,2-s2.0-85207387953
Industrial gas sensing systems,Unstructured data,Fault prediction,Physics based,Density Functional Theory (DFT),Yes: DFT calculations are interpretable and based on fundamental physics,2.0,2-s2.0-85168730122
"Industrial systems with vibration monitoring, likely rotating machinery or equipment in manufacturing or similar facilities",Sensor data,Fault prediction,Data driven,"Convolutional Auto-Encoder (AE), Convolutional Neural Network (CNN)",No,4.0,2-s2.0-85128121657
Industrial manufacturing systems,"Sensor data, Time series",Fault prediction,Data driven,"Transformer, Factorized Temporal-Channel Fusion (FTCF)",No,4.0,2-s2.0-85204672720
Chip manufacturing,Sensor data,Fault prediction,Hybrid,Adaptive Sliding Mode Observer (SMO),Yes: System augmentation and transformation with detection parameters,2.0,2-s2.0-85204453475
Structural health monitoring,Sensor data,Fault prediction,Physics based,Mode distribution simulation,Yes: physical analysis and simulations,1.0,2-s2.0-85171584505
Industrial systems / Lubricant oil monitoring,Sensor data,Fault prediction,Data driven,"Signal processing, multiplexing, sampling methods",Yes: Signal processing and multiplexing are interpretable techniques,2.0,2-s2.0-85102240697
Industrial systems / Mechanical equipment (specifically bearings),Sensor data,Fault prediction,Data driven,"Cycle-Consistent Adversarial Learning, MK-MMD",No,3.0,2-s2.0-85165268206
Spacecraft power distribution systems,Sensor data,Fault prediction,Data driven,"Simulation-based validation (implied), optimization methods",Yes: Sensor fault detection and fault identification,2.0,2-s2.0-85140777379
Industrial systems,Sensor data,Fault prediction,Data driven,"Convolutional neural network (CNN), Attention mechanisms",Yes: attention modules,4.0,2-s2.0-85161042137
Mechanical systems / Industrial equipment,Sensor data,Fault prediction,Data driven,Inductive detection and signal processing techniques,Yes: Signal characteristics and detection logic,3.0,2-s2.0-85142772845
Rotating machinery / Mechanical systems,Sensor data,Fault prediction,Data driven,"['Transformers', 'Attention mechanisms']",Yes: attention-based sensor fusion and fault pattern ranking provide interpretability,4.0,2-s2.0-85120538931
Nuclear power plants,Sensor data,Anomaly detection and quantification,Data driven,Candidate anomaly pair-based dissimilarity measurement,Yes: Domain expert validation and interpretability of anomaly severity,1.0,2-s2.0-85149357802
Maritime industry,Sensor data,Fault prediction,Data driven,"['LSTM', 'Variational Autoencoder']",No,4.0,2-s2.0-85113212576
Navigation systems / Vehicle positioning,"Sensor data, Time series",Fault prediction,Data driven,"Kalman filter, Weighted least squares",Yes: Rules based and model-based techniques,2.0,2-s2.0-85098753122
Digital twins in industrial environments,"Graph data, Sensor data, Time series","Fault prediction, Sensor fault detection, Fault isolation",Data driven,"Graph convolutional networks (GCN), Recurrent neural networks (RNN)",No,3.0,2-s2.0-85176297837
Chemical processing / Industrial process,Sensor data,Fault prediction,Data driven,Slow Feature Analysis (SFA),Yes: interpretability of feature extraction and fault detection methods,3.0,2-s2.0-85142832563
