"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"","","","A Deep Learning Model for Predictive Maintenance in cyber-physical production systems using lstm autoencoders","2021","Sensors","","","","14","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134319178&partnerID=40&md5=b03f43c4c4cf80c1490531ab7f704010","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85134319178"
"","","","Real time monitoring IoT based methodology for fault detection in induction motor","2021","Irish Interdisciplinary Journal of Science & Research (IIJSR)","5","2","","72","83","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159770090&partnerID=40&md5=5776c05add3dd1ce5aeb019846a6312f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85159770090"
"","","","Design and FPGA Implementation of Intelligent Fault Detection in Smart Wireless Sensor Networks","2021","Eng Technol J","39","4A","","653","662","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147309514&partnerID=40&md5=4e627ac34cfcd9e81f0314db922d0634","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85147309514"
"","","","Optimization of the Model-Based Fault Detection and Fuzzy-Logic-Based Fault Diagnosis of Sensors in a Demonstrator Vehicle","2021","Master’s Thesis","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156237748&partnerID=40&md5=924c55e75d19bc4b4f0bd7d3dda22d02","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85156237748"
"","","","Industrial iot: Deploying microservices for real-time monitoring and predictive maintenance","2021","IEEE Internet of Things Journal","8","10","","7896","7905","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010172866&partnerID=40&md5=20fe6701f42c42fef50c1b36b5a32950","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010172866"
"","","","An IoT-Enabled Predictive Maintenance System for Monitoring and Control of Industrial Assets","2021","Int. J. Ind. Autom. Control","13","4","","215","224","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010175574&partnerID=40&md5=79bb22e107dfd1185ccba49668db43a8","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010175574"
"","","","Data Mining and Deep Learning for Fault Detection","2021","International Journal of IoT Applications","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008356784&partnerID=40&md5=2979651c7c71aeea78c85761ab35f8c2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008356784"
"","","","Application of the sliding innovation filter for fault detection and diagnosis of an electromechanical system","2021","Signal Processing, Sensor/Information Fusion, and Target Recognition XXX","","","","47","53","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171193680&partnerID=40&md5=227d18f0d2d8129017cf25437c422b21","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85171193680"
"","","","IOT based automatic street light control and fault detection","2021","Turkish Journal of Computer and Mathematics Education","12","12","","2309","2314","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126893665&partnerID=40&md5=8e915feee1d48443f825e428d1688888","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85126893665"
"","","","A comprehensive guide to IoT-based predictive maintenance","2021","Science Soft","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201179273&partnerID=40&md5=37b778d6f8d7db53575b5a358014137b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85201179273"
"","","","Cost effective railway track fault detection using image processing","2021","Proc. 2nd Int. Conf. on IoT Based Control Networks and Intelligent Systems (ICICNIS)","","","","1","7","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152493797&partnerID=40&md5=8ef5b45ff981a0b851a05a1b9fda614d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85152493797"
"","","","Fast fault detection on a quadrotor using onboard sensors and a Kalman filter approach","2021","arXiv","","","","1","7","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112198429&partnerID=40&md5=00e3a58b64bbac89066baa4a52ff414c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85112198429"
"","","","Fault Detection and Diagnosis in Power Transformers Using IoT","2021","Journal of Electrical Engineering and Automation","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004550330&partnerID=40&md5=4223cec7559027f0a9e83b03d2721d73","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004550330"
"","","","","2021","Fault detection method and simulation based on abnormal data analysis in wireless sensor networks, J. Sensors","2021","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010439727&partnerID=40&md5=4db5695099e167d8bccbb92038717274","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010439727"
"","","","","2021","Predictive Maintenance Using IoT and Edge Computing: A Comprehensive Overview","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004529692&partnerID=40&md5=424c70a2ef997012d1047b078782414a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004529692"
"","","","","2021","Fault detection and diagnosis in photovoltaic panels by radiometric sensors embedded in unmanned aerial vehicles","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194038140&partnerID=40&md5=361ae5ae8072bda3afc34a0d5e342ab2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85194038140"
"","","","Triboelectric effect based self-powered compact vibration sensor for predictive maintenance of industrial machineries","2021","Meas. Sci. Technol","1","","","5","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129971359&partnerID=40&md5=3ec1b7086430254c12437471818385b4","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85129971359"
"","","","","2021","Detection and Classification of Faults and Anomalies in Gas Turbine Sensors by Means of Statistical Filters and Machine Learning Models","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127741506&partnerID=40&md5=aed6f8b7dbf2ef6b88c8f7401b653eb6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85127741506"
"","","","IoT-enabled real-time LPG leakage monitoring system using gas sensors and a predictive maintenance framework","2021","IEEE Transactions on Instrumentation and Measurement","70","","","1","8","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010400825&partnerID=40&md5=bbe4015cb452e480a6f8650650786ee2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010400825"
"","","","Predictive maintenance system for production lines in manufacturing: A machine learning approach using Iot data in real-time. Expert Syst. Appl. 173","2021","Article114598","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190710379&partnerID=40&md5=10c0e9d7c4758eecbe8bcce06586952f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85190710379"
"","","","Challenges and Future Directions in GSM-Based Fault Detection Systems","2021","International Journal of Distributed Sensor Networks","17","3","","205","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002146810&partnerID=40&md5=0a2be9194bdde50bb69425fe1d15f055","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105002146810"
"","","","IoT-Based Industrial Monitoring System for Predictive Maintenance: A Review","2021","J. Smart Ind. Syst.","22","4","","254","262","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010175512&partnerID=40&md5=3598aed13df733937595e3a967f98bb3","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010175512"
"","","","Empowering IoT predictive maintenance solutions with AI: A distributed system for manufacturing plant-wide monitoring","2021","IEEE Trans. Ind. Inform.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129321746&partnerID=40&md5=a9d5212eac7647e6dbedc1856f6af8fa","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85129321746"
"","","","Sensorless Control of PMSM Using SMC and Sensor Fault Detection","2021","Observer SSD Monastir","518","","","525","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011256498&partnerID=40&md5=0eb760057f8a241144428a175f8fd428","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105011256498"
"","","","","2021","An expert system for rotating machine fault detection using vibration signal analysis.Sensors","21","22","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199110562&partnerID=40&md5=3c2f1a5064de050a0ad24c6c8216f985","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85199110562"
"","","","A remaining useful life prognosi s of turbofan engine using temporal and spatial feature fusion","2021","J.Sensors","21","","","418","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188133470&partnerID=40&md5=aacdc1781d891d3eb1e3b3f390a13b54","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85188133470"
"","","","A High-Dimensional and Small-Sample Submersible Fault Detection Method Based on Feature Selection and Data Augmentation","2021","Sensors","22","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201162827&partnerID=40&md5=77c268deaf0d67b544321831af8ceda6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85201162827"
"","","","IoT and Deep Learning for Predictive Maintenance: A Survey","2021","IEEE Access","9","","","14265","14282","17","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002843119&partnerID=40&md5=2be05b93c5d2a3c210d40a7fe51b95e3","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105002843119"
"","","","Integration of IoT and AI for Predictive Maintenance in Automotive Industry","2021","Springer Advances in Intelligent Systems","27","4","","267","289","22","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004776331&partnerID=40&md5=83a50aea2557434e40c77e24a422d0f6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004776331"
"","","","IoT and Fog Computing based Predictive Maintenance Model for Effective Asset Management in Industry 4. 0 using Machine Learning","2021","IEEE","1","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197733978&partnerID=40&md5=1e43cdc349f46f24ea4ef8414be8ecc2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85197733978"
"","","","Predictive Maintenance Using IoT: A Review of Approaches and Techniques","2021","Int. J. Predict. Syst.","11","3","","201","210","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010175590&partnerID=40&md5=6797e7a8f57600eb21aafcaae7abc607","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010175590"
"","","","","2021","Predictive Maintenance-Bridging Artificial Intelligence and IoT","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137700884&partnerID=40&md5=ba8692936b626b2ea834614cf4761938","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85137700884"
"","","","AI-driven predictive maintenance for IoT-based manufacturing systems","2021","IEEE Transactions on Automation Science and Engineering","18","4","","2100","2114","14","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002464308&partnerID=40&md5=7abfa5cb0e56224e968fcd636a8c5b3f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105002464308"
"","","","IoT-Based Air Quality Monitoring System with Predictive Maintenance","2021","Proceedings of the 2021 International Conference on Environmental Automation (ICEA)","","","","134","139","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010505042&partnerID=40&md5=7380feda2f209dd11d0d993c08fb2426","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010505042"
"","","","","2021","IoT Streams for Data-Driven Predictive Maintenance and IoT, Edge, and Mobile for Embedded Machine Learning","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164271115&partnerID=40&md5=af36bc2ddb0d8edb9c296d3af3b0dca6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85164271115"
"","","","AIEnabled Predictive Maintenance Framework for Autonomous Mobile Cleaning Robots[J]","2021","Sensors","","1","","22","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170254057&partnerID=40&md5=dccaab3e240f34f88670a05389623c5b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85170254057"
"","","","","2021","A semi-supervised interpretable machine learning framework for sensor fault detection","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202624348&partnerID=40&md5=56e592ef4f48cf95690ab66dee84f3b4","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85202624348"
"","","","Deep Reinforcement Learning Based Predictive Maintenance Model for Effective Resource Management in Industrial IoT","2021","IEEE Internet of Things Journal","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130253240&partnerID=40&md5=db59b1f8cafc0ad76ca5a609fc42caec","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85130253240"
