Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Machine tool elements,Images,Fault prediction,Data driven,"Cross-Scale Feature Blending (CSFB) architecture inspired by U-Net, with modules such as Nonlinear Activation-Free (NAF) block, Feature Blending Block (FBB), and Focused Linear Attention (FLA)",No,3,2-s2.0-85210967147
Smart Home/IoT Systems,"Sensor data, Unstructured data","Malicious activity detection, Threat classification",Data driven,"Attention-based LSTM, Binary Fox Optimization Algorithm, Harbor Seal Whiskers Optimization",No,1,2-s2.0-85202770940
Chip manufacturing,Sensor data,Fault prediction,Data driven,"AI algorithm (e.g., classifier)",No,3,2-s2.0-85184334302
Electric motor drive systems,Sensor data,Remaining Useful Life,Data driven,"Not explicitly mentioned, but likely includes temperature estimation and data-driven RUL algorithms",No,3,2-s2.0-85201305104
Industrial machinery / Yarn production machines,Sensor data,Fault prediction,Data driven,"Machine learning algorithms, Deep learning",No,3,2-s2.0-85203660205
Industrial motor systems,"['Sensor data', 'Time series', 'Images']",['Fault prediction'],Data driven,"['EfficientNetV2', 'Transfer learning', 'Wavelet transform', 'Mallat algorithm']",No,4,2-s2.0-85196069817
Robotics,Sensor data,Fault prediction,Data driven,Random Forest,Yes: Random Forest can be interpreted via feature importance,3,2-s2.0-85210169322
Rotating machinery (general industrial systems),"Sensor data, Unstructured data (sound signals)",Fault prediction,Data driven,Decision tree,Yes: Decision tree,4,2-s2.0-85147279739
Manufacturing,IIoT data,Data privacy preservation,Hybrid,"['GAN', 'Differential Privacy']",No,1,2-s2.0-85147297422
Autonomous Vehicles,Sensor data,Anomaly detection,Data driven,Sequence prediction scheme,No,2,2-s2.0-85197082328
Industrial motor drives / electric drives,Sensor data,Fault prediction,Model-based,Sliding Mode Observer (SMO),Yes: Model-based / interpretable,4,2-s2.0-85178028167
Manufacturing systems,Sensor data,Anomaly detection and anomaly classification,Data driven,"['Logistic Regression', 'Decision Tree', 'Random Forest', 'Multilayer Perceptron']",Yes: Decision Tree,2,2-s2.0-85149838041
"Industrial systems (general), potentially applicable to aerospace or mechanical components depending on the dataset, but not explicitly specified",Multivariate time series,Remaining Useful Life,Data driven,Transformer,No,4,2-s2.0-85133774660
Aircraft engines / Aeronautics,"Sensor data, Time series",Remaining Useful Life,Data driven,LSTM,No,2,2-s2.0-85137592037
Electrical systems / Electrical equipment,Sensor data,Fault prediction / Overheating diagnosis,Data driven,"['Principal Component Analysis (PCA)', 'Linear Discriminant Analysis (LDA)', 'BP neural network']","Yes: PCA and LDA are interpretable techniques; neural networks are generally less so, but the combination suggests partial explainability",4,2-s2.0-85173057561
Industrial machinery / Wood industry,Sensor data,Fault prediction,Data driven,Ensemble learning,No,2,2-s2.0-85209744162
Aircraft engines,Sensor data,Remaining Useful Life,Data driven,"['Autoencoder', 'Deep Belief Network']",No,4,2-s2.0-85134233477
Aerospace systems / Turbofan engines,Sensor data,Remaining Useful Life,Data driven,"BiGRU, feature attention, log-normal distribution",No,3,2-s2.0-85139819791
Industrial machinery (motors and gearboxes),Sensor data,Fault prediction,Hybrid,"['Genetic Algorithm', 'Fuzzy Logic', 'SVM']",Yes: Fuzzy Logic,4,2-s2.0-85134235256
Discrete event systems,"Structured data (Petri net, reachability graphs)",Fault prediction,Rules and/or logic based,"Petri nets, reachability graphs",Yes: Rules and reachability graphs,2,2-s2.0-85147284900
Aero-engines,"Sensor data, Time series",Remaining Useful Life,Data driven,"Transformer, LSTM, CNN",No,4,2-s2.0-85160251817
Robotics / Autonomous driving / Internet of Things,['Sensor data'],['Fault prediction'],Data driven,"Fusion of radar and camera features, possibly involving machine learning models (not explicitly specified)",No,0,2-s2.0-85194865949
Chemical processing / Distillation systems,Structured data,Fault prediction,Rules and/or logic based,"State-space formulas, H∞ control",Yes: State-space formulas provide interpretability,2,2-s2.0-85168741071
Other,Sensor data,Fault prediction,Data driven,"Traditional machine learning models, Deep learning methods",No,0,2-s2.0-85207729410
Industrial rotating machines,Sensor data,Fault prediction,Data driven,"['LIME', 'SHAP', 'PDP', 'ICE']",Yes: Interpretable techniques,4,2-s2.0-85186071777
Mining operations,Sensor data,Fault prediction,Data driven,Multivariate analysis,Yes: interpretable statistical analysis,3,2-s2.0-85163553745
Other,Structured data,Fault prediction,Rules and/or logic based,"Filter-based observer, Luenberger type observer","Yes: Filter-based observer, boundary measurement analysis",2,2-s2.0-85153797018
Industrial bearings / Bearing systems,Time series,Fault prediction,Data driven,"Recurrent neural networks, Gumbel-Sigmoid eXplanator (GSX)",Yes: Gumbel-Sigmoid eXplanator (GSX),4,2-s2.0-85133636591
Battery systems,Sensor data,Fault prediction,Data driven,"Smooth Variable Structure Filter (SVSF), CUSUM, Extended Kalman Filter (EKF)",Yes: residual-based fault detection and CUSUM are interpretable techniques,4,2-s2.0-85207755524
Aeroengine systems,"Sensor data, Time series, Structured data",Fault prediction,Data driven,"Adaptive Deep Belief Network (ADBN), HGSO optimization",No,1,2-s2.0-85137888914
Industrial systems,Structured data,Fault prediction,Rules and/or logic based,Linear Matrix Inequalities (LMIs),Yes: LMIs and convex optimization provide interpretable design conditions,2,2-s2.0-85166767465
Industrial systems,Input-output pairs,System health and status estimation,Data driven,Machine Learning,No,3,2-s2.0-85161287912
Induction motors in the industrial sector,['Sensor data'],"['Remaining Useful Life', 'Fault prediction']",Hybrid,"['Finite Element Method', 'Digital Twin']","Yes: Digital Twin, physics-based models",4,2-s2.0-85146231983
Industrial systems / Electric drives / PMSM (Permanent Magnet Synchronous Machines),Sensor data,Fault prediction,Data driven,"Analytical modeling, simulation, experimental validation (specific ML techniques not explicitly mentioned)",Yes: Analytical modeling and experimental validation,2,2-s2.0-85153371870
Rotating machinery / Industrial systems,Sensor data,Fault prediction,Data driven,"CNN, FFT",No,3,2-s2.0-85205422016
Commercial buildings,['Sensor data'],['Remaining Useful Life'],Data driven,"['ARIMA', 'LSTM', 'Genetic algorithm', 'Greedy algorithm']","Yes: Genetic algorithm, Greedy algorithm",4,2-s2.0-85148432830
Manufacturing,Sensor data,Fault prediction,Graph neural network (GNN),Graph Neural Network (GNN),No,4,2-s2.0-85207507588
Power distribution systems,Sensor data,Fault prediction,Data driven,"Multimodal sensor analysis, correlating historical data",No,3,2-s2.0-85212204877
Electric Vehicle Powertrains,Sensor data,Fault prediction,Hybrid,Digital Twin,Yes: Digital Twin,4,2-s2.0-85200808320
Gas turbines,Sensor data,Fault prediction,Data driven,"Variational Graph Convolutional Autoencoder (VGAE), Graph convolutional network, Multi-scale dilated convolutional attention",No,4,2-s2.0-85200217546
Forestry machinery,"['Sensor data', 'Images']",['Remote access/Connectivity status'],Other,,No,1,2-s2.0-85146246515
Power transformers,Sensor data,Fault prediction,Rules and/or logic based,"['Association rules', 'Density clustering']",Yes: Association rules and clustering are interpretable techniques,3,2-s2.0-85184025343
Industrial machinery (bearings),"['Sensor data', 'Time series']",['Remaining Useful Life'],Data driven,"['Convolutional attention mechanism', 'Temporal Convolution Network (TCN)', 'Efficient Adaptive Shrinkage (EAS)']",No,4,2-s2.0-85149877179
Manufacturing,Sensor data,Remaining Useful Life,Data driven,Not specified,Yes: Explainable AI,3,2-s2.0-85204143754
Structural Health Monitoring,Sensor data,Fault prediction,Hybrid,Not explicitly specified,No,2,2-s2.0-85147304899
Electrical motors / Electromechanical systems,"['Sensor data', 'Time series']","['Remaining Useful Life', 'Fault prediction']",Data driven,"Frequency domain analysis, likely Fourier Transform or similar techniques",Yes: Frequency domain features and threshold-based detection,4,2-s2.0-85177179128
Autonomous surface vehicles,Sensor data,Fault prediction,Hybrid,Extended Kalman filter,Yes: Kalman filter,2,2-s2.0-85153798556
Renewable energy systems,Structured data,Fault prediction,Data driven,Unsupervised learning,Yes: rule-based or interpretable methods,3,2-s2.0-85208937646
Energy systems,"Sensor data, Time series, Structured data","Remaining Useful Life, Fault prediction",Data driven,Not specified in abstract,No,4,2-s2.0-85210993179
Chip manufacturing,Sensor data,Fault prediction,Data driven,Deep learning,Yes: interpretation of classification results,4,2-s2.0-85187992943
Rotating machinery / Industrial equipment,Sensor data,Fault prediction,Data driven,Convolutional Neural Network (CNN),No,3,2-s2.0-85189166063
Heavy-duty vehicles / Transport systems,Sensor data,Fault prediction,Data driven,Random Forest,Yes: SHAP and LIME,4,2-s2.0-85201582862
Power distribution systems,Sensor data,Fault prediction,Hybrid,Rule-based + IoT data integration,Yes: Rules and logic,3,2-s2.0-85134200849
Industrial machinery,Sensor data,Anomaly detection,Data driven,ML algorithms,No,4,2-s2.0-85177085516
Industrial equipment / Manufacturing,Structured data,Fault prediction,Knowledge based,"Rule-based, Interpretable ML",Yes: Rule-based/interpretable models,4,2-s2.0-85171592789
Automotive sector,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,"Ensemble deep learning, Stacked models",No,3,2-s2.0-85192193097
Internet of Things (IoT) systems,Sensor data,Data quality verification (anomaly detection and correction),Data driven,"Anomaly detection methods (likely including statistical, machine learning, or rule-based techniques)","Yes: relies on anomaly classification, which is often interpretable",1,2-s2.0-85161031630
Other,Sensor data,Predictive maintenance,Data driven,None specified,No,0,2-s2.0-85203417795
Mesh networks,Structured data,Root cause analysis,Rules and/or logic based,"Connected safe set (CSS), Connected safe number (CSN)","Yes: Rules-based, interpretable safe set computations",1,2-s2.0-85183673776
Industrial control systems,"Sensor data, Structured data, Images",Fault prediction,Data driven,Convolutional Neural Network (CNN),No,1,2-s2.0-85124740001
Other,Structured data,Fault prediction,Rules and/or logic based,"Linear matrix inequalities (LMIs), Lyapunov functions","Yes: Lyapunov quadratic function, LMIs",1,2-s2.0-85197474719
HVAC systems,Sensor data,Fault prediction,Data driven,"Not explicitly specified, likely sensor-based threshold rules or statistical analysis",Yes: rules-based detection,4,2-s2.0-85208667668
Rotating machines / Electric motors,Sensor data,Fault prediction,Data driven,"['Differential evolution (DE)', 'Hilbert-Huang transform (HHT)', 'Backpropagation neural network (BPNN)']",Yes: ROC curve and probability curve,2,2-s2.0-85133796793
Industrial machinery,Sensor data,Remaining Useful Life,Data driven,Sensor-based measurement and correlation analysis,Yes: Basic interpretation of frequency shifts,4,2-s2.0-85211361816
Industrial systems / Electric motors,Sensor data,Fault prediction,Data driven,"CNN, RNN, Residual network, Dense connectivity",No,3,2-s2.0-85199100324
"Industrial machinery and equipment (e.g., pumps, valves, slide rails)",Audio data,Anomaly detection,Data driven,Deep denoising autoencoder,No,3,2-s2.0-85196084832
Chemical process/Industrial process plants,Sensor data,Fault prediction,Data driven,Kernel principal component analysis (KPCA),No,2,2-s2.0-85122086961
Chemical process facilities,Sensor data,Fault prediction,Hybrid,Sliding mode observer,Yes: Fault detection and isolation logic,3,2-s2.0-85160228683
"Rotating machinery, bearings, gearboxes",Sensor data,Fault prediction,Data driven,CNN with ECA (Efficient Channel Attention),No,4,2-s2.0-85173061317
Pressurized Fluid Pipelines,Sensor data,Remaining Useful Life,Hybrid,"Similarity-based learning, Fuzzy rules",Yes: Fuzzy rules,4,2-s2.0-85200270006
Photovoltaic (PV) systems,Images,Fault prediction,Physics based,Image formation model simulation,Yes: Interpretable physics based model,2,2-s2.0-85137566546
Medical equipment,Sensor data,Fault prediction,Data driven,Artificial Neural Network (ANN),No,3,2-s2.0-85212604525
Automotive systems,Sensor data,Fault prediction,Data driven,"['Ensemble LSTM', 'Random Forest', 'GRU-based autoencoder']",No,3,2-s2.0-85179781646
Medical IoT systems,Structured data,Hazard identification,Rules and/or logic based,Standardized languages and models for error representation,Yes: Rules-based and traceability methods,2,2-s2.0-85161055720
Wind turbines,Sensor data,Fault prediction,Data driven,"['Wavelet Transform', 'Convolutional Neural Network']",No,3,2-s2.0-85210394706
Complex systems fault diagnosis,"Sensor data, Time series, Structured data",Fault prediction,Physics informed,"Graph Neural Network (GNN), Recurrent GNN",Yes: Incorporates physical knowledge and interpretable physical embedding,3,2-s2.0-85203436238
Warehouse management,"['Structured data', 'Sensor data', 'Unstructured data']",['Predictive maintenance'],Hybrid,"['RPA', 'AI', 'IoT']",Yes: Rules and/or logic based,2,2-s2.0-85205813202
Industrial systems / Mechanical systems,Sensor data,Fault prediction,Data driven,"Sparse component analysis, K-means clustering, Shortest-path algorithm, Time-frequency transforms (SET, STFT)",Yes: clustering and signal separation techniques are interpretable,2,2-s2.0-85181568863
Chip manufacturing,Time series,Fault prediction,Data driven,Recurrent neural network (RNN),Yes: Relevance analysis method,4,2-s2.0-85177050105
Wind turbine systems,Sensor data,Fault prediction,Data driven,"['Cascade SAE', 'LightGBM', 'Bayesian optimization']",No,4,2-s2.0-85133709440
