Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Electrical systems / Power electronics (specifically diode rectifiers),"Sensor data, Voltage and Current signals",Fault prediction,Data driven,Algorithm-based signal analysis,Yes: Rule-based / Signal processing techniques,0,2-s2.0-85144291167
Structural health monitoring,Sensor data,Fault prediction,Data driven,Overdetermined system analysis,Yes: Interpretable rules,3,2-s2.0-85198234612
Structural health monitoring (SHM) in engineering structures,"Electro-mechanical impedance signatures, Numerical modeling data, Experimental data","Damage detection, Sensor fault diagnosis, Adhesive debonding detection",Data driven,"Impedance signature analysis, Numerical simulation, Theoretical analysis",Yes: Signature interpretation and theoretical analysis,3,2-s2.0-85119455890
Rotating machinery,Sensor data,Fault prediction,Data driven,"['Generative Adversarial Networks (GANs)', 'Autoencoders']",No,2,2-s2.0-85113346076
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Time-frequency analysis, signal processing",Yes: Signal processing techniques (interpretable features),4,2-s2.0-85110670115
Mechanical equipment or machinery,Images,Contaminant detection,Data driven,"Faster RCNN, CLIP, Deep learning",No,2,2-s2.0-105004874983
Gas turbines,Sensor data,Fault prediction,Rules and/or logic based,Unscented Kalman filter (UKF),Yes: UKF,4,2-s2.0-85109080559
Mechanical systems / Rotating machinery,Sensor data,Remaining Useful Life,Data driven,"['Wavelet transform', 'Multi-scale CNN', 'Attention mechanism']",No,3,2-s2.0-85137157823
Industrial systems / Rotating machinery (journal bearings),Multi-sensor data,Remaining Useful Life,Data driven,"LSTM-DNN with domain adaptation, fuzzy c-means (FCM)",No,2,2-s2.0-85102879543
Hydraulic systems,Sensor data,Fault prediction,Data driven,"['EEMD', 'Teager-Kaiser energy operator', 'FRSSED', 'mRMR', 'Dempster-Shafer evidence theory', 'CNN']",No,3,2-s2.0-85105692757
Other,Structured data,Fault prediction,Rules and/or logic based,"['Lasso model', 'Linear hyperplane classifier', 'Hypersphere']","Yes: interpretability via polynomials, linear classifiers, and hypersphere models",4,2-s2.0-85198499058
Mechanical systems / Kinematic pairs,Sensor data,Dynamic characteristics analysis,Data driven,"Feature extraction, digital twin",Yes: Feature extraction and digital twin provide interpretability,3,2-s2.0-105008505105
Energy measurement systems in power facilities,"Sensor data, Time series",Fault prediction,Data driven,"Fully Convolutional Neural Network (FCN), Class Activation Map (CAM)",Yes: CAM,4,2-s2.0-85123703028
Electric motors,Sensor data,Fault prediction,Data driven,1D CNN,No,4,2-s2.0-85123605285
Chip manufacturing,Sensor data,Fault prediction,Data driven,CNN,No,4,2-s2.0-85167455731
Manufacturing / Motors,Sensor data,Fault prediction,Data driven,"CNN, Wavelet synchrosqueezed transform",No,4,2-s2.0-85081968150
Aerospace systems / Aero-engine,Sensor data,Fault prediction,Data driven,"CEEMDAN, Bidirectional Mamba with attention fusion",No,2,2-s2.0-85205471095
Other,Electrical response signals,Material properties,Physics based,Equivalent circuit network model,Yes: Analytical equations,1,2-s2.0-85194424558
Rotating machinery,Sensor data,Remaining Useful Life,Hybrid,"['Loop-GAN', 'Lévy processes']",No,4,2-s2.0-85152598849
Rotating machinery / Bearings,Sensor data,Fault prediction,Data driven,1D-CNN,No,3,2-s2.0-85092243418
Aero-engine prognostics and health management,"Sensor data, Time series",Remaining Useful Life,Data driven,Difference transformer network (DFormer),No,4,2-s2.0-85185846632
Structural engineering / Vibration monitoring,"Images, Sensor data",Vibration displacement measurement,Data driven,"Encoder–Decoder architecture, Super-resolution image reconstruction",No,2,2-s2.0-85148542875
Chip manufacturing,"Images, Time series",Pitch angle estimation,Rules and/or logic based,"Hough Transform, Maximum Likelihood Estimation",Yes: Hough Transform and image segmentation techniques are interpretable,2,2-s2.0-105004000450
Dust collection systems in industrial facilities,Noise emission signals,Fault prediction,Data driven,Coherence analysis (signal processing method),Yes: Coherence coefficient analysis,4,2-s2.0-85189757176
Mechanical systems,Images,Fault prediction,Hybrid,"['Phase correlation template matching', 'Genetic algorithm', 'Infinite impulse response filter']",Yes: Interpretable image processing and signal analysis techniques,2,2-s2.0-85152635332
Rotating machinery / Gearbox,"Sensor data, Time series",Fault prediction,Data driven,Convolutional neural network (CNN),No,4,2-s2.0-85098256732
Mechanical equipment,"Sensor data, Time series",Remaining Useful Life,Data driven,"CNN, RNN (BLSTM)",No,4,2-s2.0-85118106484
Inertial navigation systems,Structured data,Fault prediction,Rules and/or logic based,Diagnosability analysis,Yes: Diagnosability analysis,2,2-s2.0-85098660442
Industrial pumps / Fluid handling systems,Sensor data,Fault prediction,Data driven,Deep learning,No,3,2-s2.0-85115735031
Robotics / SLAM / Computer vision,Sensor data,Fault prediction,Hybrid,Support Vector Machines (SVM),Yes: SVM,1,2-s2.0-85113493995
Other,"Sensor data, Time series",Fault prediction,Data driven,"1D-CNN, Softmax classifier",No,2,2-s2.0-85173161104
Industrial machinery / Bearings,Sensor data,Fault prediction,Data driven,Transformer,No,4,2-s2.0-85195393716
Gas Insulated Switchgear (GIS) systems,Vibration acceleration signals,Fault prediction,Data driven,Not explicitly specified,No,2,2-s2.0-105008303795
Rotating machinery / Mechanical systems,Sensor data (acoustic signals),Fault prediction,Data driven,"Orthogonal Matching Pursuit, Fourier bases, cross-correlation","Yes: Orthogonal Matching Pursuit, Fourier bases, and correlation-based methods are interpretable techniques",4,2-s2.0-105000588175
Industrial systems with electric motors and bearings,Sensor data,Fault prediction,Data driven,CNN,No,4,2-s2.0-85145256212
Aerospace systems,"Time series, Sensor data",Remaining Useful Life,Data driven,"LSTM, Attention mechanism, MLP",No,2,2-s2.0-85108345989
Industrial gearboxes / Mechanical systems,Sensor data,Fault prediction,Data driven,"['Support Vector Machine', 'Extreme Learning Machine', 'Multi-Objective Evolutionary Algorithm']",No,2,2-s2.0-85097072036
Geochemical Monitoring / Environmental Sensor Systems,Sensor data,Measurement accuracy / Sensor state monitoring,Rules and/or logic based,State observer theory,Yes: State observer-based method,0,2-s2.0-85124662107
Other,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"['EDTW', 'CUSUM', 't-SNE', 'SVM']","Yes: CUSUM (for detection), t-SNE (for visualization), SVM (interpretable in some contexts)",4,2-s2.0-85214314943
Mechanical systems / Rotating equipment,Sensor data,Fault prediction,Data driven,Stacked de-noising auto-encoder (SDAE),No,2,2-s2.0-85151723951
Aero-engine systems,Sensor data,Fault prediction,Data driven,"LSTM, DAE",No,2,2-s2.0-85137157756
Chip manufacturing,"['Sensor data', 'Time series', 'Images']",['Fault prediction'],Data driven,"['Transfer learning', 'Siamese Neural Network (SNN)', 'EfficientNet', 'Bi-GRUs', 'attention mechanisms']",No,4,2-s2.0-105008643558
Industrial machinery / Manufacturing systems,Sensor data,Fault prediction,Data driven,Unsupervised One-Class SVM,Yes: SVM (Support Vector Machine),3,2-s2.0-85206100549
Industrial sensor networks,"Sensor data, Time series","Fault prediction, Root cause analysis",Data driven,"BLSTM, Wavelet scattering transform",No,3,2-s2.0-85186619022
Gear systems / Mechanical systems,Sensor data,Fault prediction,Data driven,"Multivariate local characteristic-scale decomposition (MLCD), Completely adaptive projection (CAP)",No,2,2-s2.0-85137048273
Air Quality Monitoring / Environmental Systems,Sensor data,Fault prediction,Data driven,"Median aggregation, error detection methods (implied), confidence indices",Yes: Confidence indices and diagnostic indicators are interpretable,4,2-s2.0-85175693627
Space missions and extraterrestrial habitats,Sensor data,Fault prediction,Data driven,"['Multi-variate Variational Mode Decomposition (MVMD)', 'Hilbert-Huang Transform (HHT)', 'Neural Networks', 'Support Vector Machines', 'Bayesian Optimization', 'Asynchronous Successive Halving', 'Random Search']",No,4,2-s2.0-105004554435
Rotor system in industrial machinery,"['Sensor data', 'Images']",['Fault prediction'],Data driven,"['ResNet', 'Discriminant correlation analysis (DCA)', 'Softmax classifier']",No,4,2-s2.0-85111166475
Industrial machinery / industrial systems,"Sensor data, Vibration signals",Fault prediction,Data driven,"Signal processing, Harmonic signature analysis",Yes: Signal processing techniques,4,2-s2.0-85104591099
Diesel engines / Mechanical systems,Sensor data,Fault prediction,Physics based,Multibody dynamics model,Yes: physics-based model,4,2-s2.0-105001494536
Chip manufacturing,"['Sensor data', 'Time series']",['Remaining Useful Life'],Data driven,"Not explicitly specified, but implies the use of dynamic modeling and feature fusion, likely involving machine learning or statistical modeling techniques",No,4,2-s2.0-85198269036
Industrial systems / Mechanical equipment,Images,Fault prediction,Data driven,"['Wasserstein Generative Adversarial Network (WGAN)', 'CNN (Convolutional Neural Network)', 'MobileNetV2-SENet']",No,4,2-s2.0-85190064834
Chip manufacturing,Sensor data,Fault prediction,Hybrid,Zonotopic Kalman Filter,Yes: Fault isolation decision analysis,2,2-s2.0-85144523022
Industrial machinery (bearings and gearboxes),Sensor data,Fault prediction,Data driven,Convolutional Neural Networks (CNN),No,3,2-s2.0-85140807291
Mining conveyor systems,Distributed optical fibre sensor signals,Fault prediction,Data driven,Isolation Forest algorithm,Yes: Isolation Forest,3,2-s2.0-85118726499
Aerospace systems,Sensor data,Fault prediction,Data driven,Kalman filter,No,0,2-s2.0-105011255981
,,,,,,,2-s2.0-85145590270
Gas pipeline monitoring,Sensor data,Fault prediction,Data driven,"['Naive Bayes Classifier', 'Probabilistic Neural Network']",Yes: Naive Bayes Classifier,3,2-s2.0-85126598349
Fan systems,Vibro-acoustic signals,Fault prediction,Data driven,CNN,No,4,2-s2.0-85132725014
Aeroengine maintenance,"Sensor data, Time series",Grinding volume prediction,Data driven,"CNN, BiLSTM, Attention mechanism",No,4,2-s2.0-105008966702
Industrial systems / Rotating machinery,"Sensor data, Time series",Fault prediction,Data driven,"Hierarchical adaptive convolutional neural network (HACNN), Multi-level information fusion",No,4,2-s2.0-85112826356
Power converters in industrial applications,Sensor data,Fault prediction,Data driven,"['Convolutional layers', 'GRU (Gated Recurrent Unit)']",No,2,2-s2.0-85210613139
Industrial machinery / Rotating machinery (gearbox fault diagnosis),Sensor data,Fault prediction,Data driven,"Support Vector Machines (SVM), Dempster-Shafer evidence theory, optimization algorithms","Yes: Dempster-Shafer evidence theory (interpretable decision fusion), SVMs (partial interpretability)",3,2-s2.0-85087165689
Intelligent vehicles / Automotive systems,Sensor data,Fault prediction,Data driven,"['Bi-LSTM', 'SPRT']",No,2,2-s2.0-85149817613
Hydraulic systems in marine equipment,Sensor data,Fault prediction,Data driven,"['CNN', 'LSTM']",No,2,2-s2.0-85163401025
Electric motors / Rotating electrical machinery,"Sensor data (Radar signals, phase information)",Speed prediction,Data driven,"Not explicitly specified, likely signal processing and data-driven statistical/machine learning methods",No,2,2-s2.0-85194000281
Mechanical systems / Rotating equipment,Sensor data,Remaining Useful Life,Data driven,"Mahalanobis distance, Sigmoid function, MD-CUSUM, BOX-COX transformation, Chebyshev inequality","Yes: Mahalanobis distance, CUSUM, Box-Cox transformation",4,2-s2.0-85204457821
Power transformers,Sensor data,Fault prediction,Data driven,1D-CNN,No,4,2-s2.0-85122612629
Rotating machinery,Sensor data,Fault prediction,Data driven,,No,4,2-s2.0-105007839148
Mobile robots / Autonomous navigation,"Sensor data, Time series",Fault prediction,Data driven,"Koopman framework, System Identification, MATLAB toolbox",No,2,2-s2.0-105008981399
Industrial equipment (specifically turbofan engines),Sensor data,Remaining Useful Life,Data driven,"['Principal Component Analysis (PCA)', 'Random Forest (RF)', 'Gradient Boosting (XGB)', 'Feature selection and extraction techniques']",Yes: feature selection and extraction methods,3,2-s2.0-85139560637
Power generation systems,Sensor data,Fault prediction,Data driven,LSTM,No,4,2-s2.0-105006829221
Industrial machinery / Electric motors,Sensor data,Loading estimation,Data driven,Wavelet Transform,Yes: Wavelet Transform,3,2-s2.0-85085729862
Robotics / Nonlinear control systems,"Discrete measurements, sensor data","Fault prediction, Fault detection, Fault isolation",Data driven,"Finite memory observer, CUSUM control charts, Monte Carlo simulation",Yes: Residual-based fault detection with CUSUM charts,2,2-s2.0-85091929035
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"Machine learning algorithms (unspecified, but includes Fourier, statistical analysis, and classification algorithms)",Yes: Statistical and Fourier analysis facilitate interpretability,4,2-s2.0-85138035709
Power grid systems,Sensor data,Fault prediction,Data driven,Entropy-based analysis,Yes: Entropy analysis,2,2-s2.0-85103554008
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"['ARIMA', 'Holt–Winters']",Yes: Holt–Winters,4,2-s2.0-85183349724
Aeroengine systems,"Sensor data, Time series, Images",Fault prediction,Data driven,"['CWT', 'CNN']",No,4,2-s2.0-85079049071
